,Unnamed: 0,logs,cat
2261,2261,i took an auto to my house,transport
3471,3471,new added sneakers are great ,shopping
5219,5219,purchased by a hardware card,shopping
482,482,today i bought vegers ,food
5909,5909,house rent paid,bills
1774,1774,number of diesel for cars,transport
2275,2275,auto expense from home office ,transport
2546,2546,petrol charges today,transport
3441,3441,i bought a pair of nikolai shoes ,shopping
3375,3375,i was going for shoe shopping ,shopping
700,700,so for the first time in my life i bought fish and chips ,food
2495,2495,my bike is not working ,transport
3654,3654,purchase sony,shopping
6223,6223,i filed my tax returns in 2009 ,bills
931,931,it is for dinner money ,food
4820,4820,i just ordered an external hard drive ,shopping
113,113,i bought some cookies coffee ,food
2559,2559,and i took my car to work because i wanted to take you there ,transport
2296,2296,we took a trip on the train ,transport
327,327,i bought something to eat and tea ,food
3008,3008,i booked trains for the trip ,transport
3834,3834,i bought a pair of new raincoats today,shopping
1994,1994,i went to the office today ,transport
1986,1986,since i ve got rain i ve been driving by a cab to work ,transport
4734,4734,i bought tickets ,shopping
1187,1187,went for bike trip,transport
146,146,he bought rice and other meat loaf,food
2828,2828,gas for petrol it is in my bike ,transport
4303,4303,it paid for a brand new smartphone ,shopping
2150,2150,i came to kashmir today ,transport
3612,3612,i bought playstation in the store ,shopping
562,562,i went to the hypermarket to buy food ,food
3602,3602,from flipkart i bought my own television,shopping
3884,3884,i bought a fridge at an online supermarket ,shopping
1379,1379,he filled my diesel today ,transport
4860,4860,i just picked up new bags for the office ,shopping
1717,1717,i was traveling today,transport
2339,2339,so i took uber to the office ,transport
233,233,today i bought food ,food
6294,6294,the bill for phone lines is fully paid,bills
5282,5282,todo i bought flowers and perfume,shopping
252,252,today i happened to buy vegels ,food
5037,5037,purchase speakers,shopping
5045,5045,bought speakers,shopping
5694,5694,charges for broadband broadband providers are paid ,bills
3830,3830,i bought a new pair of rain boots today ,shopping
427,427,for dinner that makes the price of food very much higher,food
1436,1436,i had to replace the car ,transport
2909,2909,my cost for my to day expenses,transport
6371,6371,i have to pay an annual tax report ,bills
2989,2989,booked hotel hotel for dalai,transport
1367,1367,travel cost trip,transport
3948,3948,i bought a uniform for all of you ,shopping
1689,1689,i bought one litre of gasoline ,transport
4899,4899,make a uniform for kids!,shopping
2981,2981,flight for delhi from prague,transport
5906,5906,rent paid by house,bills
4311,4311,paid with unlimited brand new smartphone,shopping
728,728,i bought a burger and a sandwich today ,food
557,557,i bought some things online at super market ,food
1086,1086,in the afternoon i came here for dinner ,food
2403,2403,gasoline for my car ,transport
902,902,today is dinner costs,food
838,838,i bought coconut milk today and vegetles,food
4643,4643,i bought a new sunglasses for my new glasses ,shopping
4519,4519,i just bought a new model of samsung ,shopping
284,284,eggs and dairy,food
4629,4629,i bought jeans and panties ,shopping
5715,5715,i just paid my landlord ,bills
2918,2918,i m putting gasoline in my car ,transport
1090,1090,i ate dinner all afternoon ,food
3935,3935,i bought a uniform,shopping
1692,1692,i paid for 1 litres of petrol today ,transport
5367,5367,i bought a new bike too ,shopping
6502,6502,house rent fully paid ,bills
4700,4700,i bought tickets ,shopping
4527,4527,i only bought a new phone ,shopping
286,286,the eggs and milk are made ,food
2895,2895,my days for my birthday,transport
196,196,buy 1 kg and get me a chicken ,food
4823,4823,i bought a new disk to drive it ,shopping
3257,3257,my shopping expenses,shopping
3364,3364,he went shopping for a shoe ,shopping
5022,5022,and i bought a new movie cartridge ,shopping
289,289,bought eggs and milk on the farm ,food
3416,3416,i just had to get some suits today ,shopping
4319,4319,smart phone ,shopping
1581,1581,we went on a tour with my bicycle ,transport
1382,1382,i m filling the diesel oil today ,transport
6109,6109,i ve taken full responsibility for my bike emi ,bills
1156,1156,today i purchased burger and sandwich,food
2649,2649,fuel delivered,transport
3690,3690,i m buying a new smartphone today ,shopping
2304,2304,he went on a train,transport
4662,4662,a second macbook pro computer,shopping
2385,2385,today i had to go to her car ,transport
444,444,i ve eaten three meals today ,food
3243,3243,purchased a set of uniform for kids,shopping
3005,3005,i took the train ticket ,transport
5983,5983,my rent is being paid to her ,bills
5218,5218,hardware card purchased,shopping
4230,4230,i was just buying some shoes today ,shopping
530,530,i went to get a cake ,food
2687,2687,parking for today,transport
1772,1772,expenses on the trip,transport
4987,4987,i bought some hands for hym ,shopping
2926,2926,i ll fill my car with gas ,transport
2394,2394,i filled my car ,transport
5705,5705,i just paid my house bill for the night ,bills
568,568,she went to the market for food,food
869,869,my expenses for lunch ,food
3831,3831,i bought fresh coats from you today ,shopping
6315,6315,i ve paid monthly for my subscription to a local radio ,bills
4922,4922,the purchases for the ready made uniforms,shopping
4154,4154,i bought a book about the larkup today,shopping
2253,2253,i took a car to home ,transport
2302,2302,he went on the road on train ,transport
6106,6106,i got some paid for this month is bike ,bills
3534,3534,i really liked saree and i bought him ,shopping
4657,4657,they bought a new laptop ,shopping
6380,6380,elections pay,bills
2077,2077,i had uber today too ,transport
128,128,i had some candy today ,food
390,390,today i bought one litre of milk and meat ,food
1359,1359,travel allowance,transport
868,868,my expenses for my food i mean ,food
5659,5659,my bills for broadband have paid off ,bills
154,154,i bought rice and other things ,food
4294,4294,i bought a camera and then i forgot ,shopping
5942,5942,a bill for insurance policy ,bills
1466,1466,i went for a ride in the city ,transport
3810,3810,i got a computer i bought the keys today ,shopping
1736,1736,i took a ride on waynad ,transport
6041,6041,emi to the month is paying for,bills
1053,1053,i ordered hamburger burger ,food
3439,3439,i bought a pair of shoes from nike ,shopping
4623,4623,i bought jeans and skirts and shoes ,shopping
5143,5143,i bought a new headphone and listened to you ,shopping
1511,1511,he went for a bike trip ,transport
1976,1976,because of the rain i had to take a cab to the office ,transport
2030,2030,i took an uberjet to work ,transport
1442,1442,i had to fix the car!,transport
5664,5664,my broadband charges are completely paid ,bills
2932,2932,i have an empty petrol for my car ,transport
3196,3196,i got the gas station ,transport
5154,5154,new headset,shopping
5396,5396,he is buying a new car ,bills
4928,4928,purchased free uniforms,shopping
4507,4507,i bought a smartwatch myself ,shopping
882,882,i bought cookies and milk ,food
4504,4504,i bought a smart watch ,shopping
5551,5551,my housekeeper received a full payment ,bills
1846,1846,airport tickets,transport
4533,4533,i just bought a phone with samsung ,shopping
1776,1776,vehicle cost in diesel,transport
2612,2612,my car needs repair,transport
3584,3584,i just bought an iphone eight ,shopping
2496,2496,my bike is not working so i had to go and fix it ,transport
3066,3066,i fixed my bike last week ,transport
3609,3609,i bought playstation from flipkart ,shopping
271,271,i bought sauce and noodles but not just for food ,food
3965,3965,i went to the store and bought my trousers ,shopping
5966,5966,i got an electricity bill ,bills
1687,1687,i got a litre of petrol today ,transport
4822,4822,the external hard drive is just another disk i bought ,shopping
4360,4360,i bought tv subscriptions,shopping
2558,2558,i took a car at the office for rain ,transport
4989,4989,i bought hym gloves ,shopping
5355,5355,grey suit bought,shopping
5283,5283,i bought perfume and perfume in her own store ,shopping
5394,5394,they bought a bike ,bills
6092,6092,emi is a member of the bank for the next month ,bills
3893,3893,i bought a fridge recently from an online shop ,shopping
3037,3037,booking a sleeper ticket,transport
4633,4633,i bought a pair from the jeans ,shopping
242,242,today i went for vegitobra,food
348,348,they bought new food today ,food
351,351,they bought new food today,food
4713,4713,i bought them for cinema ,shopping
4642,4642,the sunglasses i paid for ,shopping
1698,1698,i filled a car 10 litres of diesel ,transport
5644,5644,mobile bill paid ,bills
1915,1915,i had to put gas on the line today ,transport
1005,1005,i ordered a drink from swiggy ,food
334,334,i have a cup of coffee and tea from today ,food
2070,2070,i went to college by uber ,transport
2364,2364, berndu charges,transport
5540,5540,our house bills paid,bills
356,356,today i bought new things ,food
2768,2768,i went somewhere today ,transport
3279,3279,I paid for a new sunglasses,shopping
1617,1617,today there is been an accident in my car ,transport
4146,4146,today i bought a book on klingon teaching snakes ,shopping
2003,2003,today i went to the office ,transport
27,27,bought snacks and ice,food
5738,5738,my mortgage is paid ,bills
1376,1376,today i ve filled my diesel oil ,transport
2422,2422,i had to fill the tank by the bike ,transport
6398,6398,i paid for this month is water bills ,bills
5934,5934,i paid for rent,bills
504,504,today i ate frozen yogurt and bread ,food
2300,2300,he went on a subway to travel for the train ,transport
5584,5584,i just paid for a mobile phone,bills
2116,2116,my car fell apart so i had to go by the super ,transport
2509,2509,my bike doesn not work so i had to fix it ,transport
3865,3865,i bought a watch in an outlet ,shopping
246,246,on christmas day i bought vegitables,food
48,48,i bought some great drinks and snacks recently ,food
767,767,i bought all the groceries of the house ,food
4745,4745,i read you new books ,shopping
2214,2214,i had to go to work today,transport
3696,3696,a new set of main tv costs,shopping
5341,5341,grey suits and suits,shopping
3069,3069,i fixed my bike a week ago ,transport
879,879,my food cost,food
5335,5335,i got a new grey suit ,shopping
6227,6227,i filed my tax returns once a year ,bills
4205,4205,my expenses for shopping are overblown ,shopping
4012,4012,today i went shopping to get your shoes ,shopping
736,736,today i bought a big burger and a sandwich ,food
3783,3783,as big indian sellers on sale i bought a smartphone,shopping
2911,2911,my days in pertol costs,transport
6255,6255,i have a full deductible for this year is car insurance ,bills
